Forecast_Hour,Track_Error (km),MSLP_Error (hPa),MWS_Error (Knot)
0.0,164.65626083489093,-1.0,-1.0
6.0,107.48627594523902,0.0,8.0
12.0,111.72574425745587,-3.0,6.0
18.0,150.93707620675943,0.0,1.0
24.0,101.38665383367739,-1.0,-2.0
30.0,120.7973818752365,0.0,1.0
36.0,177.83695139687885,0.0,-1.0
42.0,158.50421509187336,1.0,-1.0
48.0,100.63280117759993,-1.0,1.0
54.0,128.06019765222177,-1.0,-1.0
60.0,152.42606352660943,0.0,-1.0
66.0,152.20950328927015,5.0,-10.0
72.0,147.8582670356861,8.0,-20.0
78.0,144.0062690868611,0.0,-10.0
84.0,148.67322320076207,-1.0,-3.0
90.0,178.06246361253676,-3.0,-9.0
96.0,215.67340981748555,1.0,-10.0
102.0,206.72466743740824,6.0,-8.0
