Forecast_Hour,Track_Error (km),MSLP_Error (hPa),MWS_Error (Knot)
0.0,87.63886799467038,-1.0,1.0
6.0,93.29256490167106,0.0,5.0
12.0,202.2436197612196,0.0,6.0
18.0,204.47431216301547,1.0,-3.0
24.0,97.10284464042614,1.0,1.0
30.0,44.34879779885584,1.0,6.0
36.0,98.68790189694997,0.0,1.0
42.0,79.11002185446318,1.0,1.0
48.0,92.07186980462131,1.0,-1.0
54.0,142.78206496021167,2.0,-7.0
60.0,157.51027614985466,6.0,-14.0
66.0,157.19547226746832,11.0,-21.0
72.0,129.6271207597394,4.0,-15.0
78.0,125.38149553428286,3.0,-2.0
84.0,163.66663461213003,0.0,-4.0
90.0,225.41069398827383,5.0,-15.0
96.0,270.502240317518,11.0,-14.0
