Forecast_Hour,Track_Error (km),MSLP_Error (hPa),MWS_Error (Knot)
0.0,117.58195018546355,0.0,4.0
6.0,48.86052087013646,0.0,7.0
12.0,55.15601197360669,0.0,9.0
18.0,39.80878139797727,0.0,5.0
24.0,100.07557535177175,-1.0,4.0
30.0,67.58964217534833,0.0,-4.0
36.0,85.75334416768209,0.0,0.0
42.0,78.30239912706121,0.0,7.0
48.0,164.5225613536809,-2.0,2.0
54.0,305.87952925427936,-2.0,-5.0
60.0,414.0123878780774,0.0,-11.0
66.0,540.568176999811,2.0,-14.0
72.0,533.1954899592583,4.0,-21.0
78.0,507.91165352552025,14.0,-27.0
84.0,475.63585061192464,10.0,-22.0
