Forecast_Hour,Track_Error (km),MSLP_Error (hPa),MWS_Error (Knot)
0.0,87.63886799467038,-1.0,1.0
6.0,93.29256490167106,0.0,5.0
12.0,202.2436197612196,0.0,6.0
18.0,204.47431216301547,1.0,-3.0
24.0,97.10284464042614,1.0,1.0
30.0,44.34879779885584,1.0,6.0
36.0,98.68790189694997,0.0,1.0
42.0,69.981085093211,1.0,1.0
48.0,110.20259323764317,1.0,-2.0
54.0,176.25814240238904,1.0,-3.0
60.0,213.80560495602455,5.0,-13.0
66.0,174.60966875670388,7.0,-18.0
72.0,169.37206374075836,4.0,-12.0
78.0,169.34673227314573,0.0,-3.0
84.0,192.79621408488373,-4.0,-6.0
90.0,243.26580988660683,3.0,-10.0
