Forecast_Hour,Track_Error (km),MSLP_Error (hPa),MWS_Error (Knot)
0.0,87.63886799467038,-1.0,1.0
6.0,93.29256490167106,0.0,5.0
12.0,178.67353782717686,1.0,3.0
18.0,109.05276355439983,1.0,-1.0
24.0,87.70447172859025,1.0,-1.0
30.0,178.36557236358266,1.0,0.0
36.0,242.39655135963582,1.0,1.0
42.0,161.39683928038355,-2.0,-1.0
48.0,155.0637619974117,1.0,-5.0
54.0,186.87744060820899,3.0,-9.0
60.0,199.21168561248962,7.0,-13.0
66.0,169.68444660891578,12.0,-22.0
72.0,115.41053503199569,7.0,-20.0
78.0,99.10423899615348,6.0,-9.0
84.0,120.04210770876833,5.0,-13.0
90.0,143.60723677143906,10.0,-21.0
96.0,179.9771357156963,13.0,-21.0
102.0,178.9998116079536,25.0,-34.0
