Forecast_Hour,Track_Error (km),MSLP_Error (hPa),MWS_Error (Knot)
0.0,117.58195018546355,0.0,4.0
6.0,48.86052087013646,0.0,7.0
12.0,55.15601197360669,0.0,9.0
18.0,39.80878139797727,0.0,5.0
24.0,100.07557535177175,-1.0,4.0
30.0,67.58964217534833,0.0,-4.0
36.0,85.75334416768209,0.0,0.0
42.0,39.138813431312975,-1.0,4.0
48.0,98.68790189694997,-3.0,7.0
54.0,217.5651282303856,-3.0,-1.0
60.0,291.34752831286016,-1.0,-4.0
66.0,315.69833295050097,-1.0,-4.0
72.0,329.8499364230856,0.0,-5.0
78.0,348.7410359540099,7.0,-18.0
84.0,364.807557821576,-1.0,-12.0
90.0,354.9198872407864,-1.0,-9.0
