Forecast_Hour,Track_Error (km),MSLP_Error (hPa),MWS_Error (Knot)
0.0,164.65626083489093,-1.0,-1.0
6.0,107.48627594523902,0.0,8.0
12.0,88.95606697935304,-3.0,7.0
18.0,137.35092219855645,0.0,-2.0
24.0,89.07529150974572,1.0,-2.0
30.0,102.73255088869111,0.0,1.0
36.0,146.8934227462199,0.0,2.0
42.0,138.11494512839207,-1.0,0.0
48.0,124.73396170642332,-3.0,0.0
54.0,137.83380367611116,-2.0,-1.0
60.0,142.78206496021167,0.0,-4.0
66.0,148.19358095923013,3.0,-11.0
72.0,152.11949400572763,9.0,-19.0
78.0,174.0736078186226,3.0,-14.0
84.0,177.34122237626565,1.0,-8.0
90.0,212.51521695393842,-1.0,-5.0
96.0,252.20181586119435,3.0,-12.0
102.0,250.2485035528446,6.0,-5.0
