Forecast_Hour,Track_Error (km),MSLP_Error (hPa),MWS_Error (Knot)
0.0,87.63886799467038,-1.0,1.0
6.0,93.29256490167106,0.0,5.0
12.0,178.67353782717686,1.0,3.0
18.0,109.05276355439983,1.0,-1.0
24.0,87.70447172859025,1.0,-1.0
30.0,178.36557236358266,1.0,0.0
36.0,242.39655135963582,1.0,1.0
42.0,161.39683928038355,-3.0,-1.0
48.0,161.78862493534913,1.0,-1.0
54.0,200.51798361305976,2.0,-5.0
60.0,248.176771659155,7.0,-15.0
66.0,217.32757666116456,12.0,-15.0
72.0,204.30930282999242,1.0,-9.0
78.0,206.49553224436366,0.0,-11.0
84.0,213.68442767641173,0.0,-5.0
90.0,263.1941072222191,5.0,-12.0
