Forecast_Hour,Track_Error (km),MSLP_Error (hPa),MWS_Error (Knot)
0.0,87.63886799467038,-1.0,1.0
6.0,93.29256490167106,0.0,5.0
12.0,178.67353782717686,1.0,3.0
18.0,109.05276355439983,1.0,-1.0
24.0,87.70447172859025,1.0,-1.0
30.0,178.36557236358266,1.0,0.0
36.0,242.39655135963582,1.0,1.0
42.0,161.39683928038355,-2.0,-1.0
48.0,155.0637619974117,1.0,-5.0
54.0,206.78053835154802,3.0,-6.0
60.0,211.24796249461443,8.0,-17.0
66.0,192.23365246290888,16.0,-26.0
72.0,151.69938103726616,3.0,-13.0
78.0,128.49753163758265,1.0,-6.0
84.0,156.98463427445407,-1.0,-8.0
90.0,192.85803106452374,10.0,-14.0
96.0,245.9216302958658,12.0,-17.0
