Forecast_Hour,Track_Error (km),MSLP_Error (hPa),MWS_Error (Knot)
0.0,77.01247725746808,-2.0,5.0
6.0,34.47789917437369,1.0,11.0
12.0,97.74951356237986,-1.0,4.0
18.0,109.18953557583482,0.0,6.0
24.0,67.59648907571864,0.0,1.0
30.0,169.94586201327587,0.0,-1.0
36.0,66.71705023451474,1.0,0.0
42.0,58.37183272122955,-1.0,0.0
48.0,91.51761800515916,1.0,1.0
54.0,150.75268936984634,-2.0,7.0
60.0,152.82931315060762,0.0,-2.0
66.0,217.40572171180816,-1.0,-2.0
72.0,275.4814626142635,0.0,-4.0
78.0,280.09520099268383,1.0,-9.0
84.0,305.3305906070053,6.0,-18.0
90.0,340.5685624764425,0.0,-12.0
