Forecast_Hour,Track_Error (km),MSLP_Error (hPa),MWS_Error (Knot)
0.0,87.63886799467038,-1.0,1.0
6.0,93.29256490167106,0.0,5.0
12.0,178.67353782717686,1.0,3.0
18.0,109.05276355439983,1.0,-1.0
24.0,87.70447172859025,1.0,-1.0
30.0,178.36557236358266,1.0,0.0
36.0,242.39655135963582,1.0,1.0
42.0,203.2224801276048,-1.0,-2.0
48.0,209.77200069623498,2.0,-6.0
54.0,285.70182443511004,4.0,-11.0
60.0,345.46413119722644,9.0,-16.0
66.0,380.80109558672916,17.0,-32.0
72.0,425.23983063680953,14.0,-23.0
78.0,455.2918111764804,13.0,-24.0
84.0,422.3846188996993,12.0,-24.0
