Date_Time,Latitude,Longitude,MWS (Knot),MSLP (hPa)
2021-08-25 00:00:00,12.200000000000001,-71.60000000000001,26,1005
2021-08-25 06:00:00,11.9,-72.5,30,1006
2021-08-25 12:00:00,12.100000000000001,-74.10000000000001,34,1006
2021-08-25 18:00:00,12.9,-75.5,28,1007
2021-08-26 00:00:00,13.9,-77.4,32,1006
2021-08-26 06:00:00,14.5,-78.80000000000001,38,1007
2021-08-26 12:00:00,15.200000000000001,-79.7,32,1007
2021-08-26 18:00:00,16.6,-80.0,34,1006
2021-08-27 00:00:00,18.1,-80.7,37,1005
2021-08-27 06:00:00,18.6,-81.7,37,1003
2021-08-27 12:00:00,19.400000000000002,-82.2,47,1000
2021-08-27 18:00:00,20.6,-82.9,50,997
2021-08-28 00:00:00,21.700000000000003,-84.0,51,992
2021-08-28 06:00:00,22.8,-85.2,64,990
2021-08-28 12:00:00,24.0,-86.4,62,988
2021-08-28 18:00:00,25.0,-87.5,70,983
2021-08-29 00:00:00,26.1,-88.9,76,977
2021-08-29 06:00:00,27.0,-90.10000000000001,85,974
