Forecast_Hour,Track_Error (km),MSLP_Error (hPa),MWS_Error (Knot)
0.0,164.65626083489093,-1.0,-1.0
6.0,107.48627594523902,0.0,8.0
12.0,111.72574425745587,-3.0,6.0
18.0,150.93707620675943,0.0,1.0
24.0,101.38665383367739,-1.0,-2.0
30.0,120.7973818752365,0.0,1.0
36.0,177.83695139687885,0.0,-1.0
42.0,158.50421509187336,1.0,-1.0
48.0,100.63280117759993,-1.0,1.0
54.0,146.4351016745613,0.0,2.0
60.0,203.1000286743594,1.0,-7.0
66.0,187.59711886607064,1.0,-7.0
72.0,187.18575056085425,7.0,-19.0
78.0,173.94081223036136,4.0,-12.0
84.0,157.8731687066397,3.0,-6.0
90.0,193.8311310526992,-3.0,-2.0
96.0,247.4924024494397,5.0,-16.0
