Forecast_Hour,Track_Error (km),MSLP_Error (hPa),MWS_Error (Knot)
0.0,87.63886799467038,-1.0,1.0
6.0,93.29256490167106,0.0,5.0
12.0,134.66402852770594,0.0,4.0
18.0,55.065319565164145,1.0,1.0
24.0,78.69897929935023,0.0,0.0
30.0,139.21492294488078,1.0,2.0
36.0,198.1723765846934,-1.0,0.0
42.0,231.97643406575693,0.0,-3.0
48.0,182.55690049567735,2.0,-4.0
54.0,161.35062862946103,2.0,-9.0
60.0,202.70119164831115,7.0,-18.0
66.0,209.66679693498295,14.0,-26.0
72.0,161.5778739719327,9.0,-19.0
78.0,146.90685052478713,8.0,-13.0
84.0,137.7620292356869,5.0,-11.0
90.0,186.9949922298577,11.0,-21.0
96.0,209.30678339638433,14.0,-23.0
102.0,215.30689648260568,27.0,-34.0
