Forecast_Hour,Track_Error (km),MSLP_Error (hPa),MWS_Error (Knot)
0.0,117.58195018546355,0.0,4.0
6.0,48.86052087013646,0.0,7.0
12.0,55.15601197360669,0.0,9.0
18.0,35.08244820002484,0.0,5.0
24.0,105.23553934377712,0.0,1.0
30.0,62.06355244018826,0.0,-2.0
36.0,77.42646064749539,-1.0,4.0
42.0,34.06505639424753,-2.0,3.0
48.0,91.48613004980149,-1.0,2.0
54.0,128.21551469586905,-1.0,2.0
60.0,192.7769430416959,-1.0,-5.0
66.0,217.2007240066369,-1.0,-7.0
72.0,211.24796249461443,3.0,-6.0
78.0,245.44650444749877,10.0,-24.0
84.0,241.03365209199038,2.0,-16.0
90.0,204.9158843377185,1.0,-5.0
96.0,225.45567118034555,-1.0,-11.0
