Forecast_Hour,Track_Error (km),MSLP_Error (hPa),MWS_Error (Knot)
0.0,164.65626083489093,-1.0,-1.0
6.0,107.48627594523902,0.0,8.0
12.0,111.72574425745587,-3.0,6.0
18.0,150.93707620675943,0.0,1.0
24.0,101.38665383367739,-1.0,-2.0
30.0,120.7973818752365,0.0,1.0
36.0,177.83695139687885,0.0,-1.0
42.0,217.2475256632601,1.0,0.0
48.0,177.52471445289407,-1.0,-3.0
54.0,222.50536111095136,1.0,-3.0
60.0,306.5136570742997,2.0,-9.0
66.0,344.1067692233638,7.0,-14.0
72.0,354.1655560681798,10.0,-22.0
78.0,392.8258475357402,6.0,-19.0
84.0,426.1474742055226,4.0,-19.0
