Forecast_Hour,Track_Error (km),MSLP_Error (hPa),MWS_Error (Knot)
0.0,164.65626083489093,-1.0,-1.0
6.0,107.48627594523902,0.0,8.0
12.0,88.95606697935304,-3.0,7.0
18.0,137.35092219855645,0.0,-2.0
24.0,89.07529150974572,1.0,-2.0
30.0,102.73255088869111,0.0,1.0
36.0,146.8934227462199,0.0,2.0
42.0,143.3933926835729,0.0,3.0
48.0,216.7916163524759,-2.0,-4.0
54.0,254.04023142402121,1.0,-6.0
60.0,330.96185578859064,3.0,-11.0
66.0,398.6225757067851,8.0,-19.0
72.0,429.9872874126135,15.0,-32.0
78.0,450.41325050030457,10.0,-22.0
84.0,390.69373177946585,12.0,-19.0
