Forecast_Hour,Track_Error (km),MSLP_Error (hPa),MWS_Error (Knot)
0.0,117.58195018546355,0.0,4.0
6.0,48.86052087013646,0.0,7.0
12.0,55.15601197360669,0.0,9.0
18.0,39.80878139797727,0.0,5.0
24.0,100.07557535177175,-1.0,4.0
30.0,67.58964217534833,0.0,-4.0
36.0,85.75334416768209,0.0,0.0
42.0,39.138813431312975,-1.0,4.0
48.0,94.55355395242645,-3.0,8.0
54.0,147.93168492199024,-1.0,3.0
60.0,217.40572171180816,0.0,-3.0
66.0,213.32702857006555,-2.0,1.0
72.0,221.26595116740478,1.0,-6.0
78.0,214.68827519281894,4.0,-16.0
84.0,227.56063925641902,-2.0,-10.0
90.0,204.44916004492373,-6.0,7.0
96.0,221.78105842356075,-8.0,-3.0
102.0,270.93773733781353,0.0,0.0
