Forecast_Hour,Track_Error (km),MSLP_Error (hPa),MWS_Error (Knot)
0.0,87.63886799467038,-1.0,1.0
6.0,93.29256490167106,0.0,5.0
12.0,134.66402852770594,0.0,4.0
18.0,55.065319565164145,1.0,1.0
24.0,78.69897929935023,0.0,0.0
30.0,139.21492294488078,1.0,2.0
36.0,198.1723765846934,-1.0,0.0
42.0,231.97643406575693,0.0,-3.0
48.0,173.1751675013532,2.0,-6.0
54.0,233.4779762043816,3.0,-9.0
60.0,272.40443755898053,8.0,-19.0
66.0,275.316264154367,17.0,-25.0
72.0,283.4485004975632,10.0,-20.0
78.0,248.76899272696045,5.0,-14.0
84.0,289.7247489915953,1.0,-10.0
90.0,346.4925154737297,10.0,-20.0
