Forecast_Hour,Track_Error (km),MSLP_Error (hPa),MWS_Error (Knot)
0.0,77.01247725746808,-2.0,5.0
6.0,34.47789917437369,1.0,11.0
12.0,97.74951356237986,-1.0,4.0
18.0,109.18953557583482,0.0,6.0
24.0,67.59648907571864,0.0,1.0
30.0,169.94586201327587,0.0,-1.0
36.0,66.71705023451474,1.0,0.0
42.0,58.37183272122955,0.0,-1.0
48.0,61.8389896797733,0.0,2.0
54.0,94.55355395242599,0.0,7.0
60.0,108.74385070217349,-1.0,0.0
66.0,158.88708300176145,-1.0,-1.0
72.0,196.24202198261085,-3.0,-1.0
78.0,192.42924579274367,-2.0,-1.0
84.0,215.77398658870098,4.0,-15.0
90.0,226.03334054956224,-1.0,-10.0
96.0,231.3605675579213,-1.0,-5.0
102.0,228.03590924402795,-3.0,-6.0
