Forecast_Hour,Track_Error (km),MSLP_Error (hPa),MWS_Error (Knot)
0.0,117.58195018546355,0.0,4.0
6.0,48.86052087013646,0.0,7.0
12.0,55.15601197360669,0.0,9.0
18.0,39.80878139797727,0.0,5.0
24.0,100.07557535177175,-1.0,4.0
30.0,67.58964217534833,0.0,-4.0
36.0,85.75334416768209,0.0,0.0
42.0,39.138813431312975,-1.0,4.0
48.0,94.55355395242645,-3.0,8.0
54.0,187.30398506118942,-3.0,1.0
60.0,276.93803600794456,-1.0,-4.0
66.0,293.80018034732046,-4.0,-2.0
72.0,290.78982962823363,1.0,-9.0
78.0,294.4599168209741,6.0,-18.0
84.0,313.8084491633735,-3.0,-10.0
90.0,294.64006952422346,-3.0,-4.0
96.0,316.14266514559995,-5.0,1.0
