Date_Time,Latitude,Longitude,MWS (Knot),MSLP (hPa)
2021-08-25 00:00:00,12.200000000000001,-71.60000000000001,26,1005
2021-08-25 06:00:00,11.9,-72.5,30,1006
2021-08-25 12:00:00,12.100000000000001,-74.2,34,1006
2021-08-25 18:00:00,13.100000000000001,-76.3,31,1007
2021-08-26 00:00:00,14.200000000000001,-77.7,30,1006
2021-08-26 06:00:00,14.3,-78.9,32,1007
2021-08-26 12:00:00,15.0,-79.9,30,1005
2021-08-26 18:00:00,15.3,-80.7,33,1007
2021-08-27 00:00:00,15.8,-81.5,29,1005
2021-08-27 06:00:00,16.8,-82.5,31,1006
2021-08-27 12:00:00,17.7,-83.60000000000001,33,1006
2021-08-27 18:00:00,18.3,-84.7,39,1005
2021-08-28 00:00:00,18.5,-85.80000000000001,36,1004
2021-08-28 06:00:00,18.900000000000002,-86.0,46,1002
2021-08-28 12:00:00,20.6,-87.0,53,1002
