Forecast_Hour,Track_Error (km),MSLP_Error (hPa),MWS_Error (Knot)
0.0,87.63886799467038,-1.0,1.0
6.0,93.29256490167106,0.0,5.0
12.0,202.2436197612196,0.0,6.0
18.0,204.47431216301547,1.0,-3.0
24.0,97.10284464042614,1.0,1.0
30.0,44.34879779885584,1.0,6.0
36.0,98.68790189694997,0.0,1.0
42.0,79.11002185446318,1.0,1.0
48.0,92.07186980462131,1.0,-1.0
54.0,139.91929930666376,2.0,-9.0
60.0,118.79973738040506,4.0,-10.0
66.0,129.1749358448329,11.0,-23.0
72.0,102.77600259366169,3.0,-15.0
78.0,114.18841130233534,3.0,-16.0
84.0,105.09442302162151,2.0,-11.0
90.0,141.9909065125007,6.0,-10.0
96.0,173.98483494211578,10.0,-17.0
102.0,195.7190757768276,22.0,-40.0
