Forecast_Hour,Track_Error (km),MSLP_Error (hPa),MWS_Error (Knot)
0.0,164.65626083489093,-1.0,-1.0
6.0,107.48627594523902,0.0,8.0
12.0,88.95606697935304,-3.0,7.0
18.0,137.35092219855645,0.0,-2.0
24.0,89.07529150974572,1.0,-2.0
30.0,102.73255088869111,0.0,1.0
36.0,146.8934227462199,0.0,2.0
42.0,133.4856346025087,-1.0,1.0
48.0,158.2922337970248,-2.0,-2.0
54.0,231.85920291517976,1.0,-8.0
60.0,266.9717152466409,2.0,-6.0
66.0,324.83439745148513,8.0,-15.0
72.0,348.7410359540099,14.0,-24.0
78.0,364.807557821576,5.0,-15.0
84.0,388.3431857929611,6.0,-16.0
90.0,387.56226355702086,7.0,-22.0
