Forecast_Hour,Track_Error (km),MSLP_Error (hPa),MWS_Error (Knot)
0.0,164.65626083489093,-1.0,-1.0
6.0,107.48627594523902,0.0,8.0
12.0,88.95606697935304,-3.0,7.0
18.0,137.35092219855645,0.0,-2.0
24.0,89.07529150974572,1.0,-2.0
30.0,102.73255088869111,0.0,1.0
36.0,146.8934227462199,0.0,2.0
42.0,138.11494512839207,-1.0,0.0
48.0,124.73396170642332,-3.0,0.0
54.0,167.57400366141053,0.0,0.0
60.0,197.27855617838887,1.0,-7.0
66.0,206.77052074108138,6.0,-13.0
72.0,236.63082293477484,12.0,-26.0
78.0,257.42689507530827,3.0,-13.0
84.0,250.78263819523636,1.0,-12.0
90.0,287.21405717345453,-1.0,-4.0
96.0,328.0647522534822,6.0,-15.0
