Forecast_Hour,Track_Error (km),MSLP_Error (hPa),MWS_Error (Knot)
0.0,77.01247725746808,-2.0,5.0
6.0,24.43385558779421,0.0,7.0
12.0,79.3170864825085,-1.0,-1.0
18.0,141.23532629491382,-2.0,3.0
24.0,45.78168190054185,-2.0,5.0
30.0,76.63723959437166,-3.0,8.0
36.0,78.85496719328133,-1.0,1.0
42.0,97.03222491542547,-1.0,4.0
48.0,54.38470244726545,-2.0,9.0
54.0,89.59592107135,0.0,12.0
60.0,192.88199218612579,-6.0,7.0
66.0,308.80765826248086,0.0,-5.0
72.0,507.38566217467854,0.0,-14.0
78.0,642.6475394448466,7.0,-19.0
84.0,647.0755608667675,16.0,-27.0
90.0,624.3205956185473,18.0,-30.0
96.0,656.9004108776373,15.0,-23.0
102.0,658.7889144584728,14.0,-29.0
