Date_Time,Latitude,Longitude,MWS (Knot),MSLP (hPa)
2021-08-24 06:00:00,11.700000000000001,-64.9,25,1007
2021-08-24 12:00:00,11.9,-66.60000000000001,27,1008
2021-08-24 18:00:00,11.9,-69.3,24,1005
2021-08-25 00:00:00,11.9,-71.5,28,1006
2021-08-25 06:00:00,11.9,-73.2,27,1005
2021-08-25 12:00:00,12.5,-74.60000000000001,24,1006
2021-08-25 18:00:00,13.600000000000001,-76.0,36,1005
2021-08-26 00:00:00,14.100000000000001,-77.2,30,1006
2021-08-26 06:00:00,14.4,-78.0,36,1006
2021-08-26 12:00:00,15.4,-79.0,35,1005
2021-08-26 18:00:00,15.8,-80.4,33,1004
2021-08-27 00:00:00,16.3,-81.4,40,1002
2021-08-27 06:00:00,17.3,-82.4,45,998
2021-08-27 12:00:00,18.1,-83.80000000000001,49,997
2021-08-27 18:00:00,18.5,-85.0,47,997
2021-08-28 00:00:00,19.3,-85.9,56,990
2021-08-28 06:00:00,19.700000000000003,-86.80000000000001,48,992
2021-08-28 12:00:00,20.8,-87.60000000000001,53,991
