Date_Time,Latitude,Longitude,MWS (Knot),MSLP (hPa)
2021-08-24 06:00:00,11.700000000000001,-64.9,25,1007
2021-08-24 12:00:00,11.9,-66.60000000000001,27,1008
2021-08-24 18:00:00,11.9,-69.3,24,1005
2021-08-25 00:00:00,12.200000000000001,-72.0,27,1006
2021-08-25 06:00:00,12.0,-73.9,30,1004
2021-08-25 12:00:00,12.8,-74.8,34,1006
2021-08-25 18:00:00,13.100000000000001,-75.8,32,1006
2021-08-26 00:00:00,13.700000000000001,-76.5,26,1006
2021-08-26 06:00:00,14.700000000000001,-77.2,31,1004
2021-08-26 12:00:00,15.700000000000001,-78.5,41,1002
2021-08-26 18:00:00,16.2,-80.5,40,1004
2021-08-27 00:00:00,16.1,-82.0,41,1003
2021-08-27 06:00:00,16.1,-83.2,36,1002
2021-08-27 12:00:00,15.8,-83.9,34,1002
2021-08-27 18:00:00,15.700000000000001,-83.2,42,1001
2021-08-28 00:00:00,16.8,-84.4,41,1000
2021-08-28 06:00:00,17.900000000000002,-85.60000000000001,45,999
2021-08-28 12:00:00,18.8,-87.2,45,995
