Date_Time,Latitude,Longitude,MWS (Knot),MSLP (hPa)
2021-08-24 06:00:00,11.700000000000001,-64.8,25,1007
2021-08-24 12:00:00,12.0,-66.5,31,1009
2021-08-24 18:00:00,11.8,-68.9,28,1004
2021-08-25 00:00:00,11.3,-71.8,31,1005
2021-08-25 06:00:00,11.5,-73.4,32,1006
2021-08-25 12:00:00,12.4,-74.5,27,1006
2021-08-25 18:00:00,13.200000000000001,-75.10000000000001,30,1007
2021-08-26 00:00:00,13.8,-76.4,38,1006
2021-08-26 06:00:00,14.3,-77.30000000000001,33,1006
2021-08-26 12:00:00,15.100000000000001,-79.0,34,1006
2021-08-26 18:00:00,16.0,-80.10000000000001,36,1004
2021-08-27 00:00:00,16.400000000000002,-81.60000000000001,35,1006
2021-08-27 06:00:00,16.3,-82.80000000000001,31,1005
2021-08-27 12:00:00,16.3,-83.4,38,1003
2021-08-27 18:00:00,16.5,-83.9,38,1005
2021-08-28 00:00:00,17.400000000000002,-84.80000000000001,39,1001
2021-08-28 06:00:00,18.0,-86.0,39,1003
2021-08-28 12:00:00,18.2,-87.10000000000001,38,1001
