Forecast_Hour,Track_Error (km),MSLP_Error (hPa),MWS_Error (Knot)
0.0,66.25870342445536,-2.0,5.0
6.0,10.87652037614571,1.0,11.0
12.0,73.30148969676708,-1.0,7.0
18.0,148.1902999313828,-1.0,6.0
24.0,24.74905730723792,-1.0,10.0
30.0,32.49039986148676,0.0,3.0
36.0,39.31711374053676,0.0,4.0
42.0,55.06859473701342,-3.0,3.0
48.0,68.14443000010361,-4.0,13.0
54.0,84.84004591166249,-5.0,12.0
60.0,113.31545001366463,-4.0,6.0
66.0,146.53853832940302,-4.0,-1.0
72.0,231.29586251234701,-6.0,0.0
78.0,261.1184676286685,-6.0,-1.0
84.0,299.40795052329804,0.0,-11.0
90.0,348.6661632892434,-4.0,-5.0
96.0,377.8217151037716,-6.0,-18.0
102.0,421.55092099178415,-3.0,-4.0
