Date_Time,Latitude,Longitude,MWS (Knot),MSLP (hPa)
2021-08-24 06:00:00,11.700000000000001,-64.8,25,1007
2021-08-24 12:00:00,12.0,-66.5,31,1009
2021-08-24 18:00:00,11.9,-69.10000000000001,29,1005
2021-08-25 00:00:00,11.700000000000001,-71.3,28,1006
2021-08-25 06:00:00,11.700000000000001,-72.4,34,1006
2021-08-25 12:00:00,12.100000000000001,-74.10000000000001,32,1005
2021-08-25 18:00:00,12.600000000000001,-75.8,28,1006
2021-08-26 00:00:00,13.0,-76.5,29,1007
2021-08-26 06:00:00,12.9,-77.7,28,1005
2021-08-26 12:00:00,13.4,-79.2,32,1006
