Forecast_Hour,Track_Error (km),MSLP_Error (hPa),MWS_Error (Knot)
0.0,77.01247725746808,-2.0,5.0
6.0,24.43385558779421,0.0,7.0
12.0,79.3170864825085,-1.0,-1.0
18.0,88.15091566968856,0.0,3.0
24.0,67.59648907571864,-1.0,2.0
30.0,74.22482572200646,0.0,-6.0
36.0,11.1195083724191,-1.0,6.0
42.0,24.270737076799335,0.0,0.0
48.0,88.95606697935305,0.0,6.0
54.0,111.19508372419111,0.0,5.0
60.0,216.98193795849642,-2.0,-2.0
66.0,234.11521508403425,-2.0,0.0
72.0,291.3540304988762,-4.0,0.0
78.0,337.6356304485383,1.0,-6.0
84.0,420.14307675932287,10.0,-23.0
90.0,434.444168307086,5.0,-14.0
96.0,475.02902788400223,5.0,-22.0
102.0,445.270496249216,6.0,-22.0
