Date_Time,Latitude,Longitude,MWS (Knot),MSLP (hPa)
2021-08-24 06:00:00,11.700000000000001,-64.9,25,1007
2021-08-24 12:00:00,11.9,-66.60000000000001,27,1008
2021-08-24 18:00:00,11.8,-69.2,24,1005
2021-08-25 00:00:00,12.4,-71.8,28,1006
2021-08-25 06:00:00,12.200000000000001,-73.7,27,1005
2021-08-25 12:00:00,12.4,-74.7,23,1006
2021-08-25 18:00:00,13.5,-76.0,32,1005
2021-08-26 00:00:00,13.9,-77.0,31,1006
2021-08-26 06:00:00,13.9,-78.0,29,1005
2021-08-26 12:00:00,14.9,-79.0,36,1004
2021-08-26 18:00:00,15.700000000000001,-80.10000000000001,35,1005
2021-08-27 00:00:00,16.3,-81.4,39,1003
2021-08-27 06:00:00,16.900000000000002,-82.80000000000001,38,1002
2021-08-27 12:00:00,17.3,-84.0,36,1001
2021-08-27 18:00:00,17.5,-84.9,44,1001
2021-08-28 00:00:00,17.8,-85.80000000000001,44,999
2021-08-28 06:00:00,18.900000000000002,-86.10000000000001,51,996
2021-08-28 12:00:00,19.5,-86.9,49,994
