Date_Time,Latitude,Longitude,MWS (Knot),MSLP (hPa)
2021-08-28 12:00:00,14.3,-51.5,27,1011
2021-08-28 18:00:00,15.3,-52.1,31,1007
2021-08-29 00:00:00,16.2,-51.900000000000006,35,1007
2021-08-29 06:00:00,17.2,-51.800000000000004,35,1008
2021-08-29 12:00:00,18.2,-51.900000000000006,37,1010
2021-08-29 18:00:00,19.1,-51.800000000000004,34,1009
2021-08-30 00:00:00,20.0,-51.6,40,1009
2021-08-30 06:00:00,20.8,-51.7,35,1006
2021-08-30 12:00:00,21.200000000000003,-51.6,38,1008
2021-08-30 18:00:00,21.8,-51.400000000000006,37,1008
2021-08-31 00:00:00,22.200000000000003,-51.0,34,1009
