Forecast_Hour,Track_Error (km),MSLP_Error (hPa),MWS_Error (Knot)
0.0,77.01247725746808,-2.0,5.0
6.0,24.43385558779421,0.0,7.0
12.0,79.3170864825085,-1.0,-1.0
18.0,113.58883326802291,-1.0,1.0
24.0,11.119508372419098,-1.0,6.0
30.0,137.46071851364823,-3.0,0.0
36.0,118.93493063437008,-3.0,5.0
42.0,120.69585523790884,-1.0,1.0
48.0,141.32303162764123,0.0,6.0
54.0,123.72528548814046,1.0,6.0
60.0,135.1200078749545,-2.0,2.0
66.0,194.60485557385266,0.0,-1.0
72.0,399.00367043511375,2.0,-9.0
78.0,531.6215149300667,7.0,-23.0
84.0,682.287187363115,16.0,-34.0
90.0,712.3436375959195,17.0,-30.0
96.0,733.8875525796631,16.0,-29.0
102.0,790.5765123881968,16.0,-36.0
