Date_Time,Latitude,Longitude,MWS (Knot),MSLP (hPa)
2021-08-28 12:00:00,14.3,-51.5,27,1011
2021-08-28 18:00:00,15.3,-52.1,31,1007
2021-08-29 00:00:00,16.0,-52.1,33,1007
2021-08-29 06:00:00,16.7,-51.7,39,1008
2021-08-29 12:00:00,17.8,-51.7,34,1008
2021-08-29 18:00:00,18.900000000000002,-51.800000000000004,35,1005
2021-08-30 00:00:00,19.700000000000003,-52.0,36,1006
2021-08-30 06:00:00,20.3,-52.1,37,1003
2021-08-30 12:00:00,21.0,-51.900000000000006,42,1002
2021-08-30 18:00:00,21.700000000000003,-51.5,47,999
2021-08-31 00:00:00,22.5,-50.900000000000006,50,1000
