Date_Time,Latitude,Longitude,MWS (Knot),MSLP (hPa)
2021-08-24 06:00:00,11.700000000000001,-64.8,25,1007
2021-08-24 12:00:00,12.0,-66.5,31,1009
2021-08-24 18:00:00,11.8,-69.2,32,1005
2021-08-25 00:00:00,11.8,-71.9,31,1005
2021-08-25 06:00:00,11.700000000000001,-72.9,31,1004
2021-08-25 12:00:00,12.600000000000001,-74.0,37,1006
2021-08-25 18:00:00,14.0,-75.4,36,1006
2021-08-26 00:00:00,14.600000000000001,-76.60000000000001,36,1007
2021-08-26 06:00:00,15.4,-77.80000000000001,35,1002
2021-08-26 12:00:00,15.600000000000001,-79.2,36,1005
2021-08-26 18:00:00,16.2,-80.2,38,1003
2021-08-27 00:00:00,16.6,-81.30000000000001,37,1003
2021-08-27 06:00:00,17.5,-82.0,55,996
2021-08-27 12:00:00,18.400000000000002,-83.0,49,996
2021-08-27 18:00:00,19.400000000000002,-84.30000000000001,54,993
2021-08-28 00:00:00,20.0,-85.4,57,989
2021-08-28 06:00:00,20.900000000000002,-86.60000000000001,55,988
2021-08-28 12:00:00,21.8,-88.10000000000001,57,986
