Date_Time,Latitude,Longitude,MWS (Knot),MSLP (hPa)
2021-08-24 06:00:00,11.700000000000001,-64.8,25,1007
2021-08-24 12:00:00,12.0,-66.5,31,1009
2021-08-24 18:00:00,11.8,-69.2,32,1005
2021-08-25 00:00:00,11.3,-71.7,32,1005
2021-08-25 06:00:00,12.200000000000001,-73.0,32,1005
2021-08-25 12:00:00,12.9,-74.4,32,1005
2021-08-25 18:00:00,13.9,-75.10000000000001,31,1002
2021-08-26 00:00:00,14.5,-76.0,34,1006
2021-08-26 06:00:00,15.200000000000001,-77.0,33,1003
2021-08-26 12:00:00,15.8,-78.0,37,1005
2021-08-26 18:00:00,16.7,-79.10000000000001,35,1004
2021-08-27 00:00:00,17.5,-80.2,43,1002
2021-08-27 06:00:00,18.400000000000002,-81.2,49,999
2021-08-27 12:00:00,19.6,-82.30000000000001,65,992
2021-08-27 18:00:00,20.6,-83.60000000000001,57,989
2021-08-28 00:00:00,21.700000000000003,-84.7,59,986
2021-08-28 06:00:00,22.8,-86.10000000000001,64,985
2021-08-28 12:00:00,23.8,-87.30000000000001,64,980
