Forecast_Hour,Track_Error (km),MSLP_Error (hPa),MWS_Error (Knot)
0.0,77.01247725746808,-2.0,5.0
6.0,24.43385558779421,0.0,7.0
12.0,79.3170864825085,-1.0,-1.0
18.0,130.86907688068754,0.0,2.0
24.0,103.1889617504019,-2.0,5.0
30.0,35.07456115048975,0.0,4.0
36.0,49.46405571947681,0.0,2.0
42.0,63.45659785005832,0.0,-4.0
48.0,102.35999466745938,-2.0,1.0
54.0,94.41022778477904,-3.0,11.0
60.0,186.00743216995133,-2.0,5.0
66.0,292.28099303238366,-1.0,1.0
72.0,449.6703418653316,0.0,-9.0
78.0,561.8344358534194,6.0,-21.0
84.0,658.1600076771938,14.0,-28.0
90.0,640.7730348238173,15.0,-29.0
96.0,629.6822266699651,12.0,-25.0
102.0,641.6909915023673,10.0,-30.0
