Date_Time,Latitude,Longitude,MWS (Knot),MSLP (hPa)
2021-08-28 12:00:00,14.3,-51.5,27,1011
2021-08-28 18:00:00,15.3,-52.1,31,1007
2021-08-29 00:00:00,15.8,-52.2,33,1007
2021-08-29 06:00:00,16.900000000000002,-51.400000000000006,40,1005
2021-08-29 12:00:00,17.6,-51.400000000000006,36,1006
2021-08-29 18:00:00,18.3,-51.300000000000004,38,1005
2021-08-30 00:00:00,19.1,-51.300000000000004,34,1007
2021-08-30 06:00:00,19.6,-51.400000000000006,30,1004
2021-08-30 12:00:00,19.900000000000002,-51.400000000000006,28,1005
2021-08-30 18:00:00,20.3,-51.0,38,1003
2021-08-31 00:00:00,20.6,-50.6,44,1006
