Forecast_Hour,Track_Error (km),MSLP_Error (hPa),MWS_Error (Knot)
0.0,66.25870342445536,-2.0,5.0
6.0,10.87652037614571,1.0,11.0
12.0,73.30148969676708,-1.0,7.0
18.0,148.1902999313828,-1.0,7.0
24.0,35.08244820002484,-1.0,7.0
30.0,87.36906612835648,-2.0,0.0
36.0,111.98359545095578,-2.0,2.0
42.0,116.12713464356138,0.0,6.0
48.0,96.5745126538486,0.0,7.0
54.0,94.55901160371559,0.0,7.0
60.0,199.54528084822326,-1.0,1.0
66.0,223.99177181146717,0.0,-6.0
72.0,301.201884878816,-1.0,-6.0
78.0,395.4360985881961,7.0,-14.0
84.0,520.1385103518874,16.0,-34.0
90.0,541.9405847965827,18.0,-33.0
96.0,580.6119650817453,16.0,-32.0
102.0,648.9797957612212,16.0,-36.0
