Date_Time,Latitude,Longitude,MWS (Knot),MSLP (hPa)
2021-08-24 06:00:00,11.700000000000001,-64.8,25,1007
2021-08-24 12:00:00,12.0,-66.5,31,1009
2021-08-24 18:00:00,11.8,-69.2,32,1005
2021-08-25 00:00:00,11.3,-71.7,31,1005
2021-08-25 06:00:00,12.3,-73.0,35,1005
2021-08-25 12:00:00,13.200000000000001,-74.7,34,1006
2021-08-25 18:00:00,14.0,-75.7,30,1007
2021-08-26 00:00:00,14.200000000000001,-76.5,36,1006
2021-08-26 06:00:00,15.0,-77.2,37,1003
2021-08-26 12:00:00,15.9,-78.0,37,1005
2021-08-26 18:00:00,16.8,-79.10000000000001,35,1003
2021-08-27 00:00:00,17.6,-80.2,38,1002
2021-08-27 06:00:00,18.7,-81.2,44,1000
2021-08-27 12:00:00,19.700000000000003,-82.4,51,996
2021-08-27 18:00:00,20.900000000000002,-83.5,58,990
2021-08-28 00:00:00,21.900000000000002,-84.7,56,991
2021-08-28 06:00:00,23.1,-85.9,60,988
2021-08-28 12:00:00,24.5,-86.9,66,985
