Date_Time,Latitude,Longitude,MWS (Knot),MSLP (hPa)
2021-08-28 12:00:00,14.3,-51.5,27,1011
2021-08-28 18:00:00,15.3,-52.1,31,1007
2021-08-29 00:00:00,16.0,-52.400000000000006,26,1011
2021-08-29 06:00:00,17.1,-52.400000000000006,30,1009
2021-08-29 12:00:00,18.7,-52.6,32,1011
2021-08-29 18:00:00,20.0,-52.6,29,1010
2021-08-30 00:00:00,21.3,-52.7,29,1009
2021-08-30 06:00:00,22.200000000000003,-52.900000000000006,28,1007
2021-08-30 12:00:00,23.0,-53.1,28,1009
2021-08-30 18:00:00,23.700000000000003,-53.2,25,1007
2021-08-31 00:00:00,24.3,-53.0,24,1009
