Forecast_Hour,Track_Error (km),MSLP_Error (hPa),MWS_Error (Knot)
0.0,66.25870342445536,-2.0,5.0
6.0,10.87652037614571,1.0,11.0
12.0,46.66766342361971,-2.0,3.0
18.0,155.59974449881983,-1.0,6.0
24.0,115.8835800276433,0.0,7.0
30.0,89.10914878524515,0.0,-3.0
36.0,102.92680434698374,1.0,0.0
42.0,68.4752280368434,0.0,8.0
48.0,125.22291483916474,0.0,3.0
54.0,144.55360884144847,1.0,4.0
60.0,182.68742891618035,-2.0,1.0
66.0,238.82546856737238,2.0,-5.0
72.0,408.6752304376262,3.0,-14.0
78.0,489.91585938399413,7.0,-17.0
84.0,580.9390797496744,18.0,-32.0
90.0,583.1317750150401,16.0,-31.0
96.0,626.317949511234,16.0,-31.0
102.0,704.4798346039665,16.0,-37.0
