Date_Time,Latitude,Longitude,MWS (Knot),MSLP (hPa)
2021-08-24 06:00:00,11.700000000000001,-64.8,25,1007
2021-08-24 12:00:00,12.0,-66.5,31,1009
2021-08-24 18:00:00,11.8,-69.2,32,1005
2021-08-25 00:00:00,11.5,-71.60000000000001,29,1005
2021-08-25 06:00:00,11.600000000000001,-72.4,31,1005
2021-08-25 12:00:00,12.5,-73.2,33,1006
2021-08-25 18:00:00,13.600000000000001,-73.9,32,1005
2021-08-26 00:00:00,14.8,-74.7,34,1006
2021-08-26 06:00:00,15.700000000000001,-75.4,32,1005
2021-08-26 12:00:00,16.3,-77.0,36,1008
2021-08-26 18:00:00,17.1,-78.0,37,1005
2021-08-27 00:00:00,18.0,-79.4,40,1005
2021-08-27 06:00:00,18.900000000000002,-80.80000000000001,43,1004
2021-08-27 12:00:00,19.5,-82.0,42,1002
2021-08-27 18:00:00,20.200000000000003,-83.30000000000001,43,1002
2021-08-28 00:00:00,21.3,-84.2,48,1002
2021-08-28 06:00:00,22.3,-85.4,51,999
2021-08-28 12:00:00,23.400000000000002,-86.4,59,994
