Forecast_Hour,Track_Error (km),MSLP_Error (hPa),MWS_Error (Knot)
0.0,77.01247725746808,-2.0,5.0
6.0,24.43385558779421,0.0,7.0
12.0,83.13576514856392,-1.0,-1.0
18.0,141.23532629491382,0.0,3.0
24.0,58.67812482463679,-4.0,4.0
30.0,49.479462717737775,-1.0,4.0
36.0,72.98377848701024,-1.0,5.0
42.0,48.56645122726505,1.0,-2.0
48.0,108.25442199278912,-2.0,4.0
54.0,78.56666188108315,-1.0,6.0
60.0,216.74530193227255,-2.0,2.0
66.0,315.86977130906433,0.0,-1.0
72.0,502.7637809504883,1.0,-12.0
78.0,596.6697664741694,5.0,-18.0
84.0,622.4200137763532,17.0,-33.0
90.0,556.2269954482529,17.0,-29.0
96.0,545.2583311209439,14.0,-26.0
102.0,582.958963295666,14.0,-31.0
