Forecast_Hour,Track_Error (km),MSLP_Error (hPa),MWS_Error (Knot)
0.0,66.25870342445536,-2.0,5.0
6.0,10.87652037614571,1.0,11.0
12.0,73.30148969676708,-1.0,7.0
18.0,131.90824808455272,-1.0,6.0
24.0,80.81576697321752,-3.0,5.0
30.0,78.78825839112554,-1.0,4.0
36.0,85.82739445343364,1.0,1.0
42.0,101.17415084341326,-3.0,4.0
48.0,54.780195716974255,-2.0,8.0
54.0,69.48933925842705,-4.0,5.0
60.0,80.68514634479534,-4.0,3.0
66.0,15.347421210555442,-4.0,3.0
72.0,84.89937613544372,-4.0,2.0
78.0,94.59349153995484,-4.0,-1.0
84.0,129.60883242962748,1.0,-12.0
90.0,144.8814304359944,1.0,-3.0
96.0,140.01621916794153,-7.0,-1.0
102.0,143.61262611358447,-9.0,4.0
